severity	reason	entityType	entity	qid	theme	question	response	confidence	justification	source
medium	neutral_score_generic_justification	party	MoDem	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur fiscalité / patrimoine.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	neutral_score_generic_justification	party	MoDem	49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur retraites.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	neutral_score_generic_justification	party	MoDem	57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/vers-une-transition-ecologique-solidaire-7925
medium	low_confidence	party	MoDem	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
high	strong_score_low_confidence	party	MoDem	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	1	1	Accord modéré : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	1	1	Accord modéré : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	2	1	Accord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
high	strong_score_low_confidence	party	MoDem	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	2	1	Accord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	1	1	Accord modéré : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
high	extreme_score_generic_justification	party	MoDem	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
high	extreme_score_generic_justification	party	MoDem	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	0	1	Position neutre, partagée ou non arrêtée : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
medium	neutral_score_generic_justification	party	MoDem	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	0	1	Position neutre, partagée ou non arrêtée : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
medium	low_confidence	party	MoDem	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	2	1	Accord net : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
